question_id,level,round,arm,position,status,valid,duration_ms,law_ids,selection_chars_before,selection_chars_after
l1-038-au,20,3,direct,4,ok,1,59709.033,5,27052,27052
l1-039-au,20,3,direct,4,ok,1,49985.067,1,10110,10110
l1-040-au,20,3,direct,4,ok,1,53054.157,3,24374,24374
l1-041-sg,20,3,direct,4,ok,1,62640.658,1,17319,17319
l1-042-sg,20,3,direct,4,ok,1,71276.527,2,18165,18165
l1-044-sg,20,3,direct,4,ok,1,51205.893,3,10069,10069
l1-046-vn,20,3,direct,4,ok,1,50714.443,1,789,789
l1-049-vn,20,3,direct,4,ok,1,52109.903,2,19841,19841
l1-050-vn,20,3,direct,4,ok,1,61149.363,4,11069,11069
l1-051-th,20,3,direct,4,ok,1,54548.273,1,7247,7247
l1-052-th,20,3,direct,4,ok,1,82546.751,1,9447,9447
l1-053-th,20,3,direct,4,ok,1,98259.037,1,12821,12821
l1-054-th,20,3,direct,4,ok,1,91073.027,2,11230,11230
l1-055-th,20,3,direct,4,ok,1,50698.105,2,8940,8940
l1-059-id,20,3,direct,4,ok,1,89897.218,1,11312,11312
l1-060-id,20,3,direct,4,ok,1,56902.269,3,5611,5611
l1-062-my,20,3,direct,4,ok,1,75163.199,1,12785,12785
l1-065-my,20,3,direct,4,ok,1,73447.138,3,8238,8238
l1-068-ph,20,3,direct,4,ok,1,83798.251,1,17211,17211
l1-070-ph,20,3,direct,4,ok,1,40561.792,3,21636,21636
l1-075-in,20,3,direct,4,ok,1,101523.608,1,14522,14522
l1-078-br,20,3,direct,4,ok,1,53427.61,1,3690,3690
l1-081-es,20,3,direct,4,ok,1,77315.344,3,19919,19919
l1-082-es,20,3,direct,4,ok,1,56738.33,5,12552,12552
l1-085-es,20,3,direct,4,ok,1,71576.446,1,6458,6458
l1-091-nl,20,3,direct,4,ok,1,35686.329,0,,
l1-092-nl,20,3,direct,4,ok,1,35445.761,0,,
l1-094-nl,20,3,direct,4,ok,1,23545.703,0,,
l1-095-nl,20,3,direct,4,ok,1,31550.906,0,,
l1-097-nz,20,3,direct,4,ok,1,76721.114,3,11822,11822
l1-098-nz,20,3,direct,4,ok,1,63466.902,1,9519,9519
l2-001-jp-data-rights,20,3,direct,4,ok,1,77098.894,1,6424,6424
l2-002-jp-breach,20,3,direct,4,ok,1,47680.981,2,3885,3885
l2-003-jp-transfer,20,3,direct,4,ok,1,81175.363,2,13808,13808
l2-010-us-worker,20,3,direct,4,ok,1,38014.344,2,15612,15612
l2-013-cn-transfer,20,3,direct,4,ok,1,26602.84,1,12490,12490
l2-017-de-breach,20,3,direct,4,ok,1,58389.206,2,8722,8722
l2-022-fr-breach,20,3,direct,4,ok,1,56125.024,2,13589,13589
l2-024-fr-consumer,20,3,direct,4,ok,1,56387.762,3,18608,18608
l2-026-uk-data-rights,20,3,direct,4,ok,1,67869.544,3,3669,3669
l2-029-uk-consumer,20,3,direct,4,ok,1,62742.706,2,18523,18523
l2-034-ca-consumer,20,3,direct,4,ok,1,38545.366,1,4183,4183
l2-035-ca-worker,20,3,direct,4,ok,1,32542.081,2,12496,12496
l2-036-au-data-rights,20,3,direct,4,ok,1,56323.378,2,12681,12681
l2-038-au-transfer,20,3,direct,4,ok,1,56288.515,2,19625,19625
l2-039-au-consumer,20,3,direct,4,ok,1,51508.942,3,9500,9500
l2-040-au-worker,20,3,direct,4,ok,1,63692.779,2,4057,4057
l2-045-sg-worker,20,3,direct,4,ok,1,31171.892,1,11064,11064
l2-046-vn-data-rights,20,3,direct,4,ok,1,49461.639,2,11420,11420
l2-047-vn-breach,20,3,direct,4,ok,1,50785.213,5,11519,11519
l2-051-th-data-rights,20,3,direct,4,ok,1,79281.572,1,8705,8705
l2-052-th-breach,20,3,direct,4,ok,1,52357.415,2,7595,7595
l2-053-th-transfer,20,3,direct,4,ok,1,66738.398,1,10563,10563
l2-054-th-consumer,20,3,direct,4,ok,1,46885.11,2,5633,5633
l2-055-th-worker,20,3,direct,4,ok,1,31256.19,4,9356,9356
l2-056-id-data-rights,20,3,direct,4,ok,1,78742.933,1,7751,7751
l2-057-id-breach,20,3,direct,4,ok,1,56531.963,2,6847,6847
l2-060-id-worker,20,3,direct,4,ok,1,60282.535,1,11993,11993
l2-061-my-data-rights,20,3,direct,4,ok,1,66580.373,1,12630,12630
l2-064-my-consumer,20,3,direct,4,ok,1,53048.9,4,5533,5533
l2-066-ph-data-rights,20,3,direct,4,ok,1,54722.447,1,8395,8395
l2-067-ph-breach,20,3,direct,4,ok,1,35866.147,2,22463,22463
l2-068-ph-transfer,20,3,direct,4,ok,1,42835.387,1,17208,17208
l2-070-ph-worker,20,3,direct,4,ok,1,82932.341,1,15929,15929
l2-071-in-data-rights,20,3,direct,4,ok,1,37673.789,1,18462,18462
l2-072-in-breach,20,3,direct,4,ok,1,78968.465,2,14522,14522
l2-073-in-transfer,20,3,direct,4,ok,1,44603.267,2,13023,13023
l2-081-es-data-rights,20,3,direct,4,ok,1,91738.013,2,12888,12888
l2-082-es-breach,20,3,direct,4,ok,1,50053.76,3,13299,13299
l2-083-es-transfer,20,3,direct,4,ok,1,67448.972,2,23525,23525
l2-084-es-consumer,20,3,direct,4,ok,1,50467.556,4,19285,19285
l2-085-es-worker,20,3,direct,4,ok,1,61043.144,2,15956,15956
l2-086-it-data-rights,20,3,direct,4,ok,1,10895.827,0,,
l2-087-it-breach,20,3,direct,4,ok,1,5551.735,0,,
l2-088-it-transfer,20,3,direct,4,ok,1,15441.102,0,,
l2-089-it-consumer,20,3,direct,4,ok,1,4515.303,0,,
l2-090-it-worker,20,3,direct,4,ok,1,12621.518,0,,
l2-091-nl-data-rights,20,3,direct,4,ok,1,11253.403,0,,
l2-092-nl-breach,20,3,direct,4,ok,1,4008.992,0,,
l2-096-nz-data-rights,20,3,direct,4,ok,1,32721.52,3,10443,10443
l2-100-nz-worker,20,3,direct,4,ok,1,25829.38,3,5868,5868
l3-001-jp-transfer,20,3,direct,4,ok,1,144438.813,2,19781,19781
l3-002-jp-breach,20,3,direct,4,ok,1,54707.661,3,12712,12712
l3-005-jp-worker-ai,20,3,direct,4,ok,1,66392.127,4,4392,4392
l3-007-us-breach,20,3,direct,4,ok,1,96508.938,3,11809,11809
l3-008-us-consumer,20,3,direct,4,ok,1,55791.725,3,9845,9845
l3-010-us-worker-ai,20,3,direct,4,ok,1,51527.598,2,27006,27006
l3-011-cn-transfer,20,3,direct,4,ok,1,106561.324,3,10377,10377
l3-013-cn-consumer,20,3,direct,4,ok,1,70313.032,2,16079,16079
l3-014-cn-platform,20,3,direct,4,ok,1,91099.369,3,1482,1482
l3-015-cn-worker-ai,20,3,direct,4,ok,1,110926.895,2,8476,8476
l3-016-de-transfer,20,3,direct,4,ok,1,78071.716,2,13800,13800
l3-018-de-consumer,20,3,direct,4,ok,1,65614.29,6,10007,10007
l3-019-de-platform,20,3,direct,4,ok,1,88945.846,8,15399,15399
l3-020-de-worker-ai,20,3,direct,4,ok,1,80017.516,2,8368,8368
l3-023-fr-consumer,20,3,direct,4,ok,1,118401.118,3,6451,6451
l3-025-fr-worker-ai,20,3,direct,4,ok,1,89370.212,3,22180,22180
l3-026-uk-transfer,20,3,direct,4,ok,1,62896.195,3,13411,13411
l3-028-uk-consumer,20,3,direct,4,ok,1,91772.335,3,7451,7451
l3-030-uk-worker-ai,20,3,direct,4,ok,1,83383.129,4,14917,14917
l3-032-ca-breach,20,3,direct,4,ok,1,83664.664,7,10719,10719
l3-033-ca-consumer,20,3,direct,4,ok,1,63929.195,2,3365,3365
l3-037-au-breach,20,3,direct,4,ok,1,69665.865,2,15003,15003
l3-039-au-platform,20,3,direct,4,ok,1,155694.041,2,22450,22450
l3-041-sg-transfer,20,3,direct,4,ok,1,123324.489,2,20275,20275
l3-043-sg-consumer,20,3,direct,4,ok,1,80294.696,2,4226,4226
l3-045-sg-worker-ai,20,3,direct,4,ok,1,4545.861,0,,
l3-046-vn-transfer,20,3,direct,4,ok,1,102444.615,3,9992,9992
l3-047-vn-breach,20,3,direct,4,ok,1,110454.082,2,10719,10719
l3-053-th-consumer,20,3,direct,4,ok,1,79135.088,2,11856,11856
l3-054-th-platform,20,3,direct,4,ok,1,3104.847,0,,
l3-056-id-transfer,20,3,direct,4,ok,1,109079.706,2,11586,11586
l3-057-id-breach,20,3,direct,4,ok,1,93870.258,3,19466,19466
l3-058-id-consumer,20,3,direct,4,ok,1,82401.174,2,19316,19316
l3-059-id-platform,20,3,direct,4,ok,1,4359.74,0,,
l3-062-my-breach,20,3,direct,4,ok,1,85167.243,1,11749,11749
l3-063-my-consumer,20,3,direct,4,ok,1,8309.554,0,,
l3-065-my-worker-ai,20,3,direct,4,ok,1,105317.193,2,27006,27006
l3-066-ph-transfer,20,3,direct,4,ok,1,112276.865,2,16050,16050
l3-067-ph-breach,20,3,direct,4,ok,1,97428.616,2,13046,13046
l3-072-in-breach,20,3,direct,4,ok,1,12570.584,0,,
l3-073-in-consumer,20,3,direct,4,ok,1,40608.926,3,4404,4404
l3-075-in-worker-ai,20,3,direct,4,ok,1,60457.438,3,8366,8366
l3-078-br-consumer,20,3,direct,4,ok,1,100123.374,2,6798,6798
l3-079-br-platform,20,3,direct,4,ok,1,88321.253,2,1482,1482
l3-081-es-transfer,20,3,direct,4,ok,1,13775.23,0,,
l3-082-es-breach,20,3,direct,4,ok,1,172388.212,2,25082,25082
l3-088-it-consumer,20,3,direct,4,ok,1,3846.517,0,,
l3-092-nl-breach,20,3,direct,4,ok,1,2560.697,0,,
l3-098-nz-consumer,20,3,direct,4,ok,1,35063.33,3,7923,7923
l3-100-nz-worker-ai,20,3,direct,4,ok,1,166604.574,4,18432,18432
l4-001-jp-digital-platform,20,3,direct,4,ok,1,85518.116,3,14117,14117
l4-004-jp-fintech,20,3,direct,4,ok,1,54618.572,5,5369,5369
l4-008-us-online-sales,20,3,direct,4,ok,1,72820.463,2,9845,9845
l4-009-us-fintech,20,3,direct,4,ok,1,58288.218,6,12266,12266
l4-012-cn-automated-hiring,20,3,direct,4,ok,1,75598.798,5,8376,8376
l4-015-cn-manufacturer,20,3,direct,4,ok,1,62951.255,6,4731,4731
l4-016-de-digital-platform,20,3,direct,4,ok,1,42823.343,3,17609,17609
l4-020-de-manufacturer,20,3,direct,4,ok,1,46314.503,6,9280,9280
l4-021-fr-digital-platform,20,3,direct,4,ok,1,97743.129,2,21543,21543
l4-022-fr-automated-hiring,20,3,direct,4,ok,1,58284.286,4,27102,27102
l4-023-fr-online-sales,20,3,direct,4,ok,1,67983.013,4,19363,19363
l4-024-fr-fintech,20,3,direct,4,ok,1,78558.167,2,23838,23838
l4-027-uk-automated-hiring,20,3,direct,4,ok,1,44548.357,2,8976,8976
l4-029-uk-fintech,20,3,direct,4,ok,1,66063.43,3,6139,6139
l4-032-ca-automated-hiring,20,3,direct,4,ok,1,58953.587,4,15592,15592
l4-034-ca-fintech,20,3,direct,4,ok,1,48019.102,2,4181,4181
l4-036-au-digital-platform,20,3,direct,4,ok,1,69184.564,3,16258,16258
l4-038-au-online-sales,20,3,direct,4,ok,1,59387.213,1,9686,9686
l4-039-au-fintech,20,3,direct,4,ok,1,53989.211,3,15462,15462
l4-040-au-manufacturer,20,3,direct,4,ok,1,77005.298,4,8201,8201
l4-044-sg-fintech,20,3,direct,4,ok,1,75574.038,4,24359,24359
l4-045-sg-manufacturer,20,3,direct,4,ok,1,65331.756,5,12254,12254
l4-051-th-digital-platform,20,3,direct,4,ok,1,36665.99,1,11182,11182
l4-054-th-fintech,20,3,direct,4,ok,1,30282.636,3,3928,3928
l4-055-th-manufacturer,20,3,direct,4,ok,1,40989.339,3,2907,2907
l4-058-id-online-sales,20,3,direct,4,ok,1,69915.404,3,7197,7197
l4-059-id-fintech,20,3,direct,4,ok,1,97861.521,4,17321,17321
l4-063-my-online-sales,20,3,direct,4,ok,1,77687.489,3,5223,5223
l4-065-my-manufacturer,20,3,direct,4,ok,1,50233.806,2,4845,4845
l4-067-ph-automated-hiring,20,3,direct,4,ok,1,92266.484,3,5510,5510
l4-069-ph-fintech,20,3,direct,4,ok,1,80044.432,4,8266,8266
l4-070-ph-manufacturer,20,3,direct,4,ok,1,81609.602,8,8295,8295
l4-071-in-digital-platform,20,3,direct,4,ok,1,84950.673,2,22506,22506
l4-072-in-automated-hiring,20,3,direct,4,ok,1,58505.634,6,10554,10554
l4-075-in-manufacturer,20,3,direct,4,ok,1,48557.837,2,4668,4668
l4-080-br-manufacturer,20,3,direct,4,ok,1,55070.705,4,6429,6429
l4-081-es-digital-platform,20,3,direct,4,ok,1,76867.842,2,12843,12843
l4-082-es-automated-hiring,20,3,direct,4,ok,1,35768.194,1,16109,16109
l4-083-es-online-sales,20,3,direct,4,ok,1,66317.51,3,18634,18634
l4-088-it-online-sales,20,3,direct,4,ok,1,4566.815,0,,
l4-089-it-fintech,20,3,direct,4,ok,1,11428.766,0,,
l4-090-it-manufacturer,20,3,direct,4,ok,1,6761.692,0,,
l4-092-nl-automated-hiring,20,3,direct,4,ok,1,6122.462,0,,
l4-093-nl-online-sales,20,3,direct,4,ok,1,5106.537,0,,
l4-094-nl-fintech,20,3,direct,4,ok,1,4864.853,0,,
l4-095-nl-manufacturer,20,3,direct,4,ok,1,4572.66,0,,
l4-096-nz-digital-platform,20,3,direct,4,ok,1,48274.221,3,5786,5786
l4-097-nz-automated-hiring,20,3,direct,4,ok,1,59663.426,4,7518,7518
l4-099-nz-fintech,20,3,direct,4,ok,1,34327.692,2,18660,18660
l4-100-nz-manufacturer,20,3,direct,4,ok,1,98581.412,3,12102,12102
l1-001-jp,20,3,original,3,ok,1,46895.889,5,7288,7288
l1-002-jp,20,3,original,3,ok,1,74456.387,2,10180,10180
l1-003-jp,20,3,original,3,ok,1,72749.272,1,9238,9238
l1-005-jp,20,3,original,3,ok,1,72522.588,4,2426,2426
l1-010-us,20,3,original,3,ok,1,62376.876,2,14100,14100
l1-012-cn,20,3,original,3,ok,1,74083.816,2,6783,6783
l1-013-cn,20,3,original,3,ok,1,80262.652,1,6991,6991
l1-018-de,20,3,original,3,ok,1,71462.508,2,9933,9933
l1-019-de,20,3,original,3,ok,1,59005.806,1,23400,23400
l1-023-fr,20,3,original,3,ok,1,90250.084,1,26211,26211
l1-024-fr,20,3,original,3,ok,1,64334.124,3,17877,17877
l1-025-fr,20,3,original,3,ok,1,68920.999,4,13199,13199
l1-027-uk,20,3,original,3,ok,1,69142.19,2,6148,6148
l1-031-ca,20,3,original,3,ok,1,59843.488,4,9753,9753
l1-032-ca,20,3,original,3,ok,1,40533.875,1,2328,2328
l1-033-ca,20,3,original,3,ok,1,110494.684,3,7197,7197
l1-035-ca,20,3,original,3,ok,1,117451.146,1,9148,9148
l1-036-au,20,3,original,3,ok,1,76825.802,5,23747,23747
l1-037-au,20,3,original,3,ok,1,67101.647,2,6135,6135
l1-038-au,20,3,original,3,ok,1,72509.784,5,27052,27052
l1-039-au,20,3,original,3,ok,1,45088.464,1,10110,10110
l1-040-au,20,3,original,3,ok,1,68994.571,3,24374,24374
l1-041-sg,20,3,original,3,ok,1,81382.038,1,22558,22558
l1-042-sg,20,3,original,3,ok,1,72708.584,2,18165,18165
l1-044-sg,20,3,original,3,ok,1,60059.708,3,10069,10069
l1-046-vn,20,3,original,3,ok,1,50376.425,1,789,789
l1-049-vn,20,3,original,3,ok,1,63043.595,2,19841,19841
l1-050-vn,20,3,original,3,ok,1,59547.768,4,11069,11069
l1-051-th,20,3,original,3,ok,1,67705.177,1,7247,7247
l1-052-th,20,3,original,3,ok,1,61653.616,1,9447,9447
l1-053-th,20,3,original,3,ok,1,86308.886,1,12821,12821
l1-054-th,20,3,original,3,ok,1,95602.901,2,11230,11230
l1-055-th,20,3,original,3,ok,1,46647.05,2,8940,8940
l1-059-id,20,3,original,3,ok,1,92607.008,1,11312,11312
l1-060-id,20,3,original,3,ok,1,42692.945,3,4549,4549
l1-062-my,20,3,original,3,ok,1,101491.5,1,12785,12785
l1-065-my,20,3,original,3,ok,1,71637.918,3,8238,8238
l1-068-ph,20,3,original,3,ok,1,82820.784,1,17211,17211
l1-070-ph,20,3,original,3,ok,1,42933.048,3,21636,21636
l1-075-in,20,3,original,3,ok,1,81403.965,1,14522,14522
l1-078-br,20,3,original,3,ok,1,31996.735,1,3690,3690
l1-081-es,20,3,original,3,ok,1,75495.98,3,19919,19919
l1-082-es,20,3,original,3,ok,1,105552.815,5,12552,12552
l1-085-es,20,3,original,3,ok,1,64491.369,1,6458,6458
l1-091-nl,20,3,original,3,ok,1,24224.102,0,,
l1-092-nl,20,3,original,3,ok,1,43141.4,0,,
l1-094-nl,20,3,original,3,ok,1,24151.467,0,,
l1-095-nl,20,3,original,3,ok,1,34830.848,0,,
l1-097-nz,20,3,original,3,ok,1,86804.57,3,11822,11822
l1-098-nz,20,3,original,3,ok,1,50476.041,1,9519,9519
l2-001-jp-data-rights,20,3,original,3,ok,1,89985.865,1,7551,7551
l2-002-jp-breach,20,3,original,3,ok,1,50839.205,3,3106,3106
l2-003-jp-transfer,20,3,original,3,ok,1,70612.264,2,13808,13808
l2-010-us-worker,20,3,original,3,ok,1,42868.984,2,15612,15612
l2-013-cn-transfer,20,3,original,3,ok,1,48786.411,1,12490,12490
l2-017-de-breach,20,3,original,3,ok,1,49961.133,2,10433,10433
l2-022-fr-breach,20,3,original,3,ok,1,53497.969,2,14061,14061
l2-024-fr-consumer,20,3,original,3,ok,1,43725.545,3,18608,18608
l2-026-uk-data-rights,20,3,original,3,ok,1,69771.293,3,3669,3669
l2-029-uk-consumer,20,3,original,3,ok,1,64213.846,2,18523,18523
l2-034-ca-consumer,20,3,original,3,ok,1,33929.895,1,4183,4183
l2-035-ca-worker,20,3,original,3,ok,1,40450.716,2,12496,12496
l2-036-au-data-rights,20,3,original,3,ok,1,50741.851,2,12681,12681
l2-038-au-transfer,20,3,original,3,ok,1,54231.221,2,19625,19625
l2-039-au-consumer,20,3,original,3,ok,1,55838.996,3,9500,9500
l2-040-au-worker,20,3,original,3,ok,1,52488.386,2,4057,4057
l2-045-sg-worker,20,3,original,3,ok,1,38995.451,1,11064,11064
l2-046-vn-data-rights,20,3,original,3,ok,1,39570.095,2,11418,11418
l2-047-vn-breach,20,3,original,3,ok,1,62185.908,5,11515,11515
l2-051-th-data-rights,20,3,original,3,ok,1,69658.593,1,9181,9181
l2-052-th-breach,20,3,original,3,ok,1,46628.772,2,7597,7597
l2-053-th-transfer,20,3,original,3,ok,1,56364.974,1,10563,10563
l2-054-th-consumer,20,3,original,3,ok,1,51978.848,2,5633,5633
l2-055-th-worker,20,3,original,3,ok,1,39851.778,4,9356,9356
l2-056-id-data-rights,20,3,original,3,ok,1,81966.842,1,7438,7438
l2-057-id-breach,20,3,original,3,ok,1,46131.633,2,6847,6847
l2-060-id-worker,20,3,original,3,ok,1,74415.44,1,11993,11993
l2-061-my-data-rights,20,3,original,3,ok,1,56224.896,1,12630,12630
l2-064-my-consumer,20,3,original,3,ok,1,46194.478,4,5533,5533
l2-066-ph-data-rights,20,3,original,3,ok,1,51702.487,1,8395,8395
l2-067-ph-breach,20,3,original,3,ok,1,43130.922,2,22469,22469
l2-068-ph-transfer,20,3,original,3,ok,1,47966.702,1,17208,17208
l2-070-ph-worker,20,3,original,3,ok,1,91783.472,1,15929,15929
l2-071-in-data-rights,20,3,original,3,ok,1,55439.965,1,18470,18470
l2-072-in-breach,20,3,original,3,ok,1,66877.22,2,14524,14524
l2-073-in-transfer,20,3,original,3,ok,1,70330.951,2,13023,13023
l2-081-es-data-rights,20,3,original,3,ok,1,70160.486,2,12888,12888
l2-082-es-breach,20,3,original,3,ok,1,32195.698,3,13297,13297
l2-083-es-transfer,20,3,original,3,ok,1,59273.192,2,23525,23525
l2-084-es-consumer,20,3,original,3,ok,1,46287.988,4,19285,19285
l2-085-es-worker,20,3,original,3,ok,1,51204.044,2,15423,15423
l2-086-it-data-rights,20,3,original,3,ok,1,7705.714,0,,
l2-087-it-breach,20,3,original,3,ok,1,13169.604,0,,
l2-088-it-transfer,20,3,original,3,ok,1,7464.158,0,,
l2-089-it-consumer,20,3,original,3,ok,1,7134.318,0,,
l2-090-it-worker,20,3,original,3,ok,1,17702.705,0,,
l2-091-nl-data-rights,20,3,original,3,ok,1,3183.978,0,,
l2-092-nl-breach,20,3,original,3,ok,1,3982.855,0,,
l2-096-nz-data-rights,20,3,original,3,ok,1,30175.151,3,10443,10443
l2-100-nz-worker,20,3,original,3,ok,1,27595.192,3,7221,7221
l3-001-jp-transfer,20,3,original,3,ok,1,58070.962,1,7197,7197
l3-002-jp-breach,20,3,original,3,ok,1,143528.803,3,12714,12714
l3-005-jp-worker-ai,20,3,original,3,ok,1,61651.476,4,4392,4392
l3-007-us-breach,20,3,original,3,ok,1,73231.477,1,10073,10073
l3-008-us-consumer,20,3,original,3,ok,1,56885.977,3,9845,9845
l3-010-us-worker-ai,20,3,original,3,ok,1,90184.995,2,7175,7175
l3-011-cn-transfer,20,3,original,3,ok,1,96490.527,4,9089,9089
l3-013-cn-consumer,20,3,original,3,ok,1,72748.246,2,3970,3970
l3-014-cn-platform,20,3,original,3,ok,1,104418.069,2,12239,12239
l3-015-cn-worker-ai,20,3,original,3,ok,1,91398.754,2,8476,8476
l3-016-de-transfer,20,3,original,3,ok,1,97177.305,2,12755,12755
l3-018-de-consumer,20,3,original,3,ok,1,123058.72,6,10007,10007
l3-019-de-platform,20,3,original,3,ok,1,67071.173,7,12624,12624
l3-020-de-worker-ai,20,3,original,3,ok,1,111319.96,2,8368,8368
l3-023-fr-consumer,20,3,original,3,ok,1,110214.187,3,6451,6451
l3-025-fr-worker-ai,20,3,original,3,ok,1,108920.291,3,22180,22180
l3-026-uk-transfer,20,3,original,3,ok,1,61919.883,3,13411,13411
l3-028-uk-consumer,20,3,original,3,ok,1,88372.281,3,9665,9665
l3-030-uk-worker-ai,20,3,original,3,ok,1,84079.423,4,4292,4292
l3-032-ca-breach,20,3,original,3,ok,1,80041.463,7,14843,14843
l3-033-ca-consumer,20,3,original,3,ok,1,72612.844,2,3365,3365
l3-037-au-breach,20,3,original,3,ok,1,50768.862,3,5359,5359
l3-039-au-platform,20,3,original,3,ok,1,120145.763,2,22450,22450
l3-041-sg-transfer,20,3,original,3,ok,1,118615.069,2,13259,13259
l3-043-sg-consumer,20,3,original,3,ok,1,88172.553,2,4226,4226
l3-045-sg-worker-ai,20,3,original,3,ok,1,2838.383,0,,
l3-046-vn-transfer,20,3,original,3,ok,1,107823.422,2,9990,9990
l3-047-vn-breach,20,3,original,3,ok,1,102179.497,2,10725,10725
l3-053-th-consumer,20,3,original,3,ok,1,71142.995,2,11856,11856
l3-054-th-platform,20,3,original,3,ok,1,2525.079,0,,
l3-056-id-transfer,20,3,original,3,ok,1,87808.492,2,10146,10146
l3-057-id-breach,20,3,original,3,ok,1,89896.01,3,19470,19470
l3-058-id-consumer,20,3,original,3,ok,1,89865.339,2,19316,19316
l3-059-id-platform,20,3,original,3,ok,1,4698.663,0,,
l3-062-my-breach,20,3,original,3,ok,1,85868.01,1,10552,10552
l3-063-my-consumer,20,3,original,3,ok,1,4285.21,0,,
l3-065-my-worker-ai,20,3,original,3,ok,1,100971.829,2,27006,27006
l3-066-ph-transfer,20,3,original,3,ok,1,88784.495,3,15398,15398
l3-067-ph-breach,20,3,original,3,ok,1,90473.744,2,13040,13040
l3-072-in-breach,20,3,original,3,ok,1,10954.983,0,,
l3-073-in-consumer,20,3,original,3,ok,1,61552.1,3,4404,4404
l3-075-in-worker-ai,20,3,original,3,ok,1,57510.967,3,8368,8368
l3-078-br-consumer,20,3,original,3,ok,1,91475.921,2,6798,6798
l3-079-br-platform,20,3,original,3,ok,1,98287.97,1,1482,1482
l3-081-es-transfer,20,3,original,3,ok,1,15467.908,0,,
l3-082-es-breach,20,3,original,3,ok,1,164075.008,2,25408,25408
l3-088-it-consumer,20,3,original,3,ok,1,9611.564,0,,
l3-092-nl-breach,20,3,original,3,ok,1,3703.151,0,,
l3-098-nz-consumer,20,3,original,3,ok,1,55227.955,3,7923,7923
l3-100-nz-worker-ai,20,3,original,3,ok,1,173241.732,4,18432,18432
l4-001-jp-digital-platform,20,3,original,3,ok,1,79849.688,3,14117,14117
l4-004-jp-fintech,20,3,original,3,ok,1,57002.557,5,5371,5371
l4-008-us-online-sales,20,3,original,3,ok,1,53398.558,3,6820,6820
l4-009-us-fintech,20,3,original,3,ok,1,55359.38,6,12266,12266
l4-012-cn-automated-hiring,20,3,original,3,ok,1,76729.586,5,8376,8376
l4-015-cn-manufacturer,20,3,original,3,ok,1,55014.876,6,4731,4731
l4-016-de-digital-platform,20,3,original,3,ok,1,39147.387,3,17609,17609
l4-020-de-manufacturer,20,3,original,3,ok,1,44512.748,6,9282,9282
l4-021-fr-digital-platform,20,3,original,3,ok,1,89276.11,2,21543,21543
l4-022-fr-automated-hiring,20,3,original,3,ok,1,65648.328,4,26352,26352
l4-023-fr-online-sales,20,3,original,3,ok,1,69642.195,5,20826,20826
l4-024-fr-fintech,20,3,original,3,ok,1,83483.666,2,23838,23838
l4-027-uk-automated-hiring,20,3,original,3,ok,1,56983.933,2,7729,7729
l4-029-uk-fintech,20,3,original,3,ok,1,61133.304,3,6139,6139
l4-032-ca-automated-hiring,20,3,original,3,ok,1,94801.149,4,15592,15592
l4-034-ca-fintech,20,3,original,3,ok,1,46962.438,2,4169,4169
l4-036-au-digital-platform,20,3,original,3,ok,1,76791.512,3,16258,16258
l4-038-au-online-sales,20,3,original,3,ok,1,63342.343,1,9688,9688
l4-039-au-fintech,20,3,original,3,ok,1,57502.663,3,15464,15464
l4-040-au-manufacturer,20,3,original,3,ok,1,74929.91,4,6383,6383
l4-044-sg-fintech,20,3,original,3,ok,1,65550.097,3,25258,25258
l4-045-sg-manufacturer,20,3,original,3,ok,1,58242.135,3,2864,2864
l4-051-th-digital-platform,20,3,original,3,ok,1,43637.046,1,11182,11182
l4-054-th-fintech,20,3,original,3,ok,1,40708.213,3,3926,3926
l4-055-th-manufacturer,20,3,original,3,ok,1,51367.206,4,3390,3390
l4-058-id-online-sales,20,3,original,3,ok,1,75002.262,4,8239,8239
l4-059-id-fintech,20,3,original,3,ok,1,94394.114,4,17311,17311
l4-063-my-online-sales,20,3,original,3,ok,1,55958.198,3,5225,5225
l4-065-my-manufacturer,20,3,original,3,ok,1,87047.059,2,4845,4845
l4-067-ph-automated-hiring,20,3,original,3,ok,1,54263.257,3,5510,5510
l4-069-ph-fintech,20,3,original,3,ok,1,77632.305,4,8266,8266
l4-070-ph-manufacturer,20,3,original,3,ok,1,81694.296,9,7530,7530
l4-071-in-digital-platform,20,3,original,3,ok,1,101324.48,2,22506,22506
l4-072-in-automated-hiring,20,3,original,3,ok,1,62474.541,6,10554,10554
l4-075-in-manufacturer,20,3,original,3,ok,1,50226.972,2,4668,4668
l4-080-br-manufacturer,20,3,original,3,ok,1,56010.378,4,6510,6510
l4-081-es-digital-platform,20,3,original,3,ok,1,85491.632,2,12843,12843
l4-082-es-automated-hiring,20,3,original,3,ok,1,48407.541,1,16107,16107
l4-083-es-online-sales,20,3,original,3,ok,1,59795.775,3,19111,19111
l4-088-it-online-sales,20,3,original,3,ok,1,13225.24,0,,
l4-089-it-fintech,20,3,original,3,ok,1,4011.537,0,,
l4-090-it-manufacturer,20,3,original,3,ok,1,7414.477,0,,
l4-092-nl-automated-hiring,20,3,original,3,ok,1,9400.187,0,,
l4-093-nl-online-sales,20,3,original,3,ok,1,3697.232,0,,
l4-094-nl-fintech,20,3,original,3,ok,1,7427.663,0,,
l4-095-nl-manufacturer,20,3,original,3,ok,1,2497.357,0,,
l4-096-nz-digital-platform,20,3,original,3,ok,1,54328.252,3,5786,5786
